ID_Ejecutivo,ID_Último_Jefe,Sexo,Fuga,Negocio,Edad,MesesServicio,NoSupervisores,Máx.MesesSup,Min.MesesSup,CumpliProm,SalarioFijoProm,SalarioVarMandProm,SalarioVarVolProm,SalarioTotalProm,ProporSalarioFijoProm,PropMesesBajoSalProm,PropMesesBajoCumpliProm,PropMesesNoCumple,SalarioFijoPromJefe,SalarioVarMandPromJefe,SalarioVarVolPromJefe,SalarioTotalPromJefe,ProporSalarioFijoPromJefe,TotalEjecuJefe,PromPropMesesNoCumpleEjecJefe,CumpliPromEjecutJefe,PropEjecuFugadosJefe
160147121,84649023,,SI,Mandatorio,,13,3,11,1,1.19,276082,1623785,23665,1923532,0.19,0.38,0.38,0.38,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
160157461,89666937,F,NO,Voluntario,33,20,1,20,20,0.85,362985,0,1866346,2229330,0.35,0.6,0.6,0.1,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
160203021,161786128,F,SI,Voluntario,33,14,1,14,14,0.48,575432,0,656982,1232414,0.58,0.64,0.71,0.57,1354286,0,629406,1983693,0.76,9,0.58,0.22,0.78
016029731K,132064490,,NO,Mandatorio,,8,1,8,8,1.18,358031,563408,15000,936440,0.63,0.5,0.5,0,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
160390484,141289152,M,SI,Voluntario,32,4,2,3,1,0,722401,0,512943,1235344,0.67,0.5,0,1,1621128,0,304340,1925468,0.85,6,1,0.48,0.5
160411953,132744505,,NO,Mandatorio,,8,1,8,8,1.79,358031,2030537,107500,2496068,0.54,0.5,0.5,0,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
016057125K,150045789,F,NO,Voluntario,33,14,1,14,14,0.36,350037,0,253277,603314,0.7,0.64,0.5,0.21,1572899,0,206737,1779636,0.91,9,0.42,0.23,0.78
160617586,123615921,F,NO,Mandatorio,33,24,1,24,24,0.95,357787,851159,33130,1242077,0.4,0.42,0.42,0.04,1390748,1411401,0,2802148,0.57,12,0.06,0.86,0.42
160812761,014381629K,,SI,Mandatorio,,5,1,5,5,0.28,248691,198659,19282,466632,0.54,0.4,0.8,0.8,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
160820225,142778769,,SI,Mandatorio,,3,1,3,3,0,332674,0,225839,558513,0.78,0.67,0,1,750000,1521361,0,2271361,0.36,13,0.13,0.69,0.85
160828382,153783977,F,NO,Voluntario,33,12,1,12,12,0,429650,0,390634,820284,0.61,0.42,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
160887087,132954186,F,NO,Mandatorio,32,16,1,16,16,0.76,370182,1018996,21824,1411002,0.45,0.63,0.44,0.44,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
160935057,013551439K,,NO,Mandatorio,,4,1,4,4,1.58,325266,1898629,362940,2586835,0.33,0.25,0.5,0,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
160997303,109991392,,SI,Voluntario,,13,2,10,3,0.23,263795,0,321583,585378,0.63,0.85,0.69,0.46,1218546,0,588155,1806701,0.73,7,0.51,0.22,0.86
161025992,128304177,,NO,Voluntario,,3,1,3,3,0,443421,0,0,443421,1,0.33,0,1,1461527,0,610416,2071944,0.74,15,0.52,0.39,0.53
161114847,130116221,,SI,Mandatorio,,5,1,5,5,1.77,258788,213983,6000,478771,0.8,0.8,0.8,0.4,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
161117501,137343282,,NO,Mandatorio,,8,1,8,8,1.65,350180,927521,15000,1292701,0.59,0.5,0.5,0,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
161128570,137343282,F,NO,Mandatorio,33,12,1,12,12,1.63,367663,1386864,25900,1780427,0.43,0.33,0.58,0,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
161331201,94801788,,SI,Voluntario,,6,1,6,6,0.37,303333,0,339735,643068,0.62,0.67,0.83,0.33,1422885,0,1141700,2564584,0.63,14,0.63,0.31,0.86
016142224K,141029142,F,NO,Mandatorio,33,21,1,21,21,0.52,237902,745737,65753,1049393,0.37,0.71,0.62,0.52,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
161492892,155910585,,SI,Voluntario,,7,2,4,3,0.28,320000,0,168279,488279,0.71,0.43,0.43,0.14,1266857,0,1183812,2450669,0.63,9,0.31,0.29,0.78
161501530,132744505,,SI,Mandatorio,,5,1,5,5,1.84,341700,779748,28000,1149448,0.82,0.8,0.4,0,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
161534943,107387382,M,NO,Mandatorio,33,16,1,16,16,1.09,374141,1052924,26043,1453108,0.43,0.56,0.69,0.06,1303667,949322,0,2252989,0.65,15,0.28,0.78,0.4
161545066,118897102,,NO,Voluntario,,7,1,7,7,0.35,350000,0,430767,780767,0.55,0.43,0.57,0.29,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
161594040,137343282,F,NO,Mandatorio,33,19,3,9,3,0.34,356938,421298,99142,877379,0.54,0.58,0.68,0.42,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
161623490,157172786,F,SI,Mandatorio,33,9,2,7,2,0.46,339097,212962,12704,564763,0.68,0.44,0.44,0.22,1112711,505774,0,1618484,0.72,6,0.39,0.5,0.83
161627127,79739561,M,SI,Mandatorio,33,9,2,8,1,0.6,360035,319189,29647,708871,0.57,0.56,0.44,0,1423441,775900,0,2199341,0.68,11,0.21,0.63,0.73
161629898,128896406,,SI,Voluntario,,2,2,1,1,0,221667,0,0,221667,1,0.5,0,1,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
161694495,104714412,,SI,Mandatorio,,8,1,8,8,1.33,297033,773165,12879,1083077,0.66,0.63,0.25,0.25,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
161705268,94726468,F,NO,Mandatorio,33,16,1,16,16,1.17,285923,1772400,44256,2102580,0.33,0.5,0.38,0.31,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
016172890K,141261746,,SI,Mandatorio,,4,1,4,4,0.87,290798,665159,15857,971815,0.59,0.5,0.5,0.5,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
161746428,011648157K,M,SI,Mandatorio,33,9,2,5,4,0.48,413056,280881,14611,708548,0.61,0.67,0.56,0.11,1372448,1308315,0,2680763,0.59,36,0.49,0.55,0.58
161747572,153783977,F,NO,Voluntario,33,10,1,10,10,0,450000,0,586398,1036398,0.5,0.2,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
161754544,153783977,F,SI,Voluntario,32,8,1,8,8,0,373125,0,783825,1156950,0.48,0.5,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
161778737,169647968,F,SI,Voluntario,33,1,1,1,1,,120000,0,0,120000,1,0,0,1,1124356,0,481245,1605601,0.73,20,0.95,0.15,0.2
161847402,137343282,F,NO,Mandatorio,33,16,3,7,3,0.69,373926,508160,24281,906368,0.54,0.5,0.44,0,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
161919683,128896406,,SI,Voluntario,,1,1,1,1,0,350000,0,0,350000,1,0,0,1,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
161978051,84649023,,SI,Mandatorio,,6,2,5,1,0.13,309759,56084,4,365846,0.89,0.67,0.67,0.67,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
016199412K,134844604,,SI,Mandatorio,,6,1,6,6,0.3,465133,110677,7044,582854,0.85,0.5,0.33,0.33,1245460,1567982,0,2813441,0.52,17,0.13,0.87,0.18
162005057,116106698,M,NO,Mandatorio,32,16,3,8,4,0.75,369434,434138,16277,819849,0.57,0.63,0.63,0,1513161,922171,0,2435332,0.68,19,0.21,0.75,0.47
162090178,116106698,M,SI,Mandatorio,32,22,3,12,4,0.62,327569,599157,37233,963959,0.45,0.55,0.64,0.23,1513161,922171,0,2435332,0.68,19,0.21,0.75,0.47
162100548,136883704,M,SI,Mandatorio,32,11,1,11,11,0.86,408697,850774,33196,1292667,0.44,0.45,0.64,0.45,1328746,1503669,0,2832415,0.54,28,0.38,0.62,0.75
162110888,139269624,M,SI,Voluntario,32,5,1,5,5,0.31,259000,0,13433,272433,0.77,0.4,0.8,0.4,1369965,0,340757,1710722,0.8,16,0.52,0.4,0.69
162121863,013494241K,,SI,Mandatorio,,9,3,5,1,0.7,293228,416168,23067,732463,0.48,0.56,0.56,0.11,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
162174681,77684387,F,NO,Voluntario,33,8,1,8,8,0.31,396648,0,166861,563509,0.69,0.63,0.63,0.25,1282224,0,644481,1926705,0.68,7,0.22,0.23,0.43
162180509,83968877,,SI,Voluntario,,1,1,1,1,,151666,0,0,151666,1,0,0,1,1250498,0,446846,1697344,0.74,9,0.7,0.3,0.67
162204858,135086002,F,NO,Mandatorio,33,20,1,20,20,1.05,340864,1083843,26891,1451598,0.37,0.4,0.4,0.15,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
162259172,141029142,,SI,Mandatorio,,9,2,8,1,0.87,302947,682543,1868,987358,0.37,0.44,0.44,0.22,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
162451383,141104977,F,SI,Mandatorio,32,6,3,4,1,0.45,267632,272496,20977,561105,0.58,0.67,0.67,0.33,1407329,1494549,0,2901878,0.56,13,0.19,1.05,0.46
162496166,139593952,,NO,Mandatorio,,2,2,1,1,0,309721,0,0,309721,1,0.5,0,1,1035008,4512766,0,5547774,0.19,12,0.44,0.58,0.42
162601091,130116221,F,NO,Mandatorio,32,17,1,17,17,1.24,377961,1057721,28110,1463792,0.44,0.41,0.53,0.06,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
162660772,107732845,,NO,Mandatorio,,4,1,4,4,1.39,332906,965191,244848,1542945,0.48,0.5,0.5,0,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
162662686,97019819,M,NO,Mandatorio,32,16,2,12,4,1.85,365538,2105141,55014,2525693,0.34,0.25,0.31,0,1427850,1611621,105006,3144478,0.59,8,0.15,1.39,0
162682687,132064490,,SI,Mandatorio,,5,2,4,1,0.12,341700,0,0,341700,1,0.2,0.8,0.8,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
162724053,98762655,,NO,Voluntario,,13,2,10,3,0.07,454475,0,85200,539675,0.87,0.54,0.85,0.85,1173564,0,816000,1989564,0.69,20,0.87,0.14,0.4
162737252,140164941,F,NO,Mandatorio,32,18,1,18,18,0.56,238236,748270,19281,1005786,0.33,0.61,0.56,0.5,1520519,3408821,0,4929340,0.39,16,0.08,1.29,0.19
162789120,013494241K,F,NO,Mandatorio,32,16,1,16,16,0.64,365689,714191,35300,1115181,0.49,0.5,0.5,0.19,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
162799673,012852066K,M,SI,Mandatorio,32,5,1,5,5,0.4,349912,171731,4895,526537,0.73,0.4,0.4,0.4,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
162826840,010131121K,,NO,Voluntario,,1,1,1,1,0,606666,0,800000,1406666,0.43,0,0,1,,,,,,10,0.4,0.53,0.1
162915568,142437821,,SI,Mandatorio,,5,2,4,1,0.28,280353,81184,38524,400061,0.61,0.4,0.6,0.6,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
163092913,67196600,,SI,Voluntario,,4,2,3,1,0.29,233334,0,286440,519774,0.48,0.5,0.5,0.5,1366979,0,1222167,2589146,0.63,18,0.7,0.29,0.78
163153920,016178401K,,SI,Voluntario,,7,3,3,2,0.04,313333,0,17714,331048,0.96,0.14,0.43,0.86,1243924,0,1552565,2796488,0.54,12,0.36,0.58,0.58
163316994,139636295,,SI,Voluntario,,5,1,5,5,0.46,247333,0,292156,539489,0.73,0.8,0.8,0.4,1623252,0,1398377,3021629,0.6,8,0.6,0.35,0.88
163322706,106912122,M,SI,Mandatorio,31,5,2,3,2,0.11,342724,41526,385,384635,0.91,0.2,0.6,0.6,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
163543974,141261746,,SI,Mandatorio,,2,2,1,1,0.94,122136,484686,268,607089,0.52,0.5,0.5,0.5,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
163551101,94726468,,SI,Mandatorio,,8,2,5,3,0.58,347853,483643,6278,837774,0.65,0.63,0.5,0.5,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
163613557,153119791,M,SI,Voluntario,31,17,2,12,5,0.69,348944,0,1036671,1385615,0.51,0.59,0.65,0.35,1508052,0,1441518,2949570,0.63,17,0.31,0.49,0.71
163673460,97042772,,NO,Voluntario,,6,1,6,6,0.56,976104,0,1767038,2743142,0.37,0.83,0.33,0,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
163702010,118897102,F,SI,Voluntario,31,7,2,5,2,0.21,298643,0,92324,390967,0.85,0.71,0.71,0.29,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
163787431,83834641,,SI,Mandatorio,,4,1,4,4,0,282482,0,75302,357784,0.85,0.5,0,1,894354,758702,0,1653056,0.69,7,0.45,0.42,1
163844222,132954186,F,SI,Mandatorio,32,4,1,4,4,0.66,227242,276199,21926,525367,0.46,0.5,0.75,0.5,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
163892618,140919179,M,NO,Mandatorio,32,16,3,12,2,0.49,434666,445890,51001,931557,0.66,0.63,0.63,0.25,871250,588964,0,1460214,0.63,12,0.33,0.78,0.25
163950251,123615921,F,NO,Mandatorio,32,27,1,27,27,1.19,373316,1380185,36517,1790019,0.32,0.44,0.48,0,1390748,1411401,0,2802148,0.57,12,0.06,0.86,0.42
164091546,141261746,F,SI,Mandatorio,32,18,1,18,18,1.03,311564,1275639,23101,1610304,0.3,0.44,0.44,0.17,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
164113981,013494241K,,SI,Mandatorio,,6,2,5,1,0.28,269086,102892,8444,380422,0.66,0.33,0.67,0.33,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
016411998K,132064490,M,SI,Mandatorio,32,6,2,5,1,0.64,283606,428382,25646,737634,0.47,0.67,0.67,0.17,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
164157083,132064490,,NO,Mandatorio,,8,1,8,8,1.31,358031,602221,15000,975252,0.62,0.5,0.5,0,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
164209849,104701353,,SI,Mandatorio,,2,2,1,1,,137781,121737,3550,263067,0.5,0.5,0,1,700000,1186192,0,1886192,0.61,10,0.3,0.67,0.7
164247813,137567415,,SI,Voluntario,,3,1,3,3,0.53,342222,0,669980,1012202,0.63,0.67,0.67,0,1474680,0,1792980,3267660,0.53,11,0.46,0.39,0.45
164280241,132954186,M,SI,Mandatorio,32,6,3,4,1,0.69,291594,399280,18399,709272,0.46,0.67,0.67,0.17,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
164419061,013745498K,M,NO,Mandatorio,32,21,2,14,7,0.5,329889,579822,27379,937090,0.47,0.62,0.52,0.43,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
164439100,013745498K,M,SI,Mandatorio,31,6,2,5,1,0.46,263638,144916,54428,462983,0.64,0.67,0.67,0.17,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
164521168,128896406,,SI,Voluntario,,2,1,2,2,0.5,169167,0,2656000,2825167,0.06,0.5,0.5,0.5,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
164740668,94726468,F,SI,Mandatorio,31,7,1,7,7,0.66,314561,385046,34082,733689,0.44,0.43,0.57,0.29,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
164755460,128896406,M,NO,Voluntario,31,20,2,19,1,1.02,585302,0,3295861,3881163,0.24,0.65,0.5,0.05,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
164778924,013551439K,,SI,Mandatorio,,8,1,8,8,0.54,287600,461930,417089,1166619,0.43,0.5,0.5,0.38,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
164802353,123288203,,SI,Mandatorio,,9,2,8,1,0.26,340428,136064,1741,478233,0.78,0.67,0.56,0.33,677065,1494516,62222,2233803,0.3,27,0.22,0.49,0.63
016480285K,132064490,,SI,Mandatorio,,5,2,4,1,0.18,335465,73116,3517,412098,0.84,0.4,0.4,0.4,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
164891356,84649023,,SI,Mandatorio,,7,3,5,1,0.09,360723,38614,344,399681,0.92,0.57,0.57,0.57,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
165032861,116106698,M,SI,Mandatorio,31,6,3,2,2,1.25,339932,934321,29381,1303634,0.54,0.67,0.5,0,1513161,922171,0,2435332,0.68,19,0.21,0.75,0.47
165056701,79062154,,SI,Mandatorio,,8,3,5,1,0.63,325979,451538,47425,824942,0.49,0.63,0.5,0.13,1520685,1265714,10233,2796632,0.64,21,0.35,0.7,0.38
165071247,143103064,F,NO,Mandatorio,31,16,1,16,16,0.43,355466,384817,28139,768422,0.59,0.63,0.56,0.19,1326378,1018314,0,2344692,0.62,11,0.08,0.96,0.18
016519943K,128896406,,SI,Voluntario,,8,2,6,2,0.03,250833,0,26278,277111,0.82,0.38,0.88,0.88,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
165265041,162673238,F,SI,Mandatorio,31,13,3,8,2,0.76,332222,558946,29653,920821,0.47,0.54,0.62,0.15,1438331,949964,0,2388295,0.62,9,0.55,0.71,0.56
165498100,135341797,,NO,Mandatorio,,4,1,4,4,0.98,342328,638993,32500,1013821,0.48,0.25,0.25,0,1217557,1306625,0,2524182,0.59,10,0.24,0.76,0.5
165539923,132064490,M,SI,Mandatorio,31,6,2,5,1,0.88,293842,658967,35214,988023,0.43,0.5,0.5,0.17,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
165588053,012852066K,F,SI,Mandatorio,31,5,1,5,5,0.63,288496,232730,20503,541729,0.58,0.6,0.6,0.2,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
165758625,215869660,,SI,Voluntario,,6,1,6,6,0.26,435000,0,160588,595588,0.8,0.67,0.5,0.33,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
165811658,016308323K,,SI,Mandatorio,,9,2,5,4,0.33,337843,199575,2233,539651,0.77,0.67,0.67,0.56,735700,1451517,0,2187218,0.36,7,0.26,0.5,0.86
165961218,130116221,F,NO,Mandatorio,31,20,1,20,20,0.55,279257,577230,19763,876249,0.42,0.65,0.5,0.35,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
166030692,121484943,,SI,Voluntario,,7,2,4,3,0.32,300000,0,246400,546400,0.71,0.71,0.71,0.29,1345560,0,765638,2111198,0.71,18,0.3,0.58,0.61
166066514,128896406,M,SI,Voluntario,30,14,2,12,2,0.56,330398,0,604342,934740,0.57,0.64,0.57,0.07,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
166069882,97042772,M,SI,Voluntario,25,9,1,9,9,0.28,760753,0,1049682,1810435,0.4,0.44,0.67,0.44,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
166079276,132827486,,NO,Voluntario,,4,1,4,4,0.96,350000,0,380189,730189,0.75,0.75,0.5,0,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
166089735,155313382,F,NO,Mandatorio,30,24,4,9,1,0.87,343821,1563986,42668,1950475,0.32,0.58,0.46,0.33,1538205,585527,0,2123732,0.79,12,0.28,0.69,0.5
166120276,94801788,,SI,Voluntario,,3,1,3,3,0,334445,0,0,334445,1,0.33,0,1,1422885,0,1141700,2564584,0.63,14,0.63,0.31,0.86
166167442,215869660,M,NO,Voluntario,31,27,3,12,5,0.56,415091,0,483968,899059,0.53,0.48,0.7,0.59,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
166237297,128807837,F,NO,Voluntario,31,22,4,9,2,,454702,0,254469,709171,0.7,0.5,0,1,961449,0,497964,1459413,0.67,8,1,0,0.25
166298822,94726468,M,NO,Mandatorio,30,20,2,10,10,1.02,370177,1089774,52160,1512112,0.39,0.5,0.4,0.05,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
166308089,94419026,,SI,Mandatorio,,6,2,3,3,0.84,267147,361699,6732,635578,0.44,0.33,0.33,0.17,588445,2235096,0,2823541,0.19,8,0.07,0.96,0.88
166421500,118347730,,SI,Voluntario,,3,1,3,3,0.24,350000,0,563107,913107,0.43,0.33,0.33,0.33,1355931,0,813538,2169469,0.68,20,0.43,0.33,0.8
016642643K,109991392,,SI,Voluntario,,6,1,6,6,0.09,346111,0,28453,374564,0.93,0.67,0.67,0.67,1218546,0,588155,1806701,0.73,7,0.51,0.22,0.86
166457920,152602022,M,SI,Mandatorio,31,5,2,3,2,0.15,332543,99939,10941,443423,0.86,0.8,0.8,0.8,1380027,650600,0,2030627,0.77,6,0.22,0.9,0.33
166477212,153783977,F,NO,Voluntario,30,16,2,15,1,0,438339,0,260885,699224,0.73,0.56,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
166556090,132954186,,SI,Mandatorio,,4,3,2,1,0.36,256211,107794,7675,371679,0.62,0.5,0.5,0.25,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
166621003,132827486,,SI,Voluntario,,7,1,7,7,0.13,298531,0,20215,318746,0.94,0.29,0.71,0.71,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
166632285,109250430,,SI,Mandatorio,,4,1,4,4,0.18,266953,0,0,266953,1,0.5,0.75,0.75,1265516,1386339,7143,2658998,0.55,23,0.39,0.63,0.7
166962730,109250430,M,SI,Mandatorio,30,11,2,10,1,1.26,296534,1218514,66459,1581508,0.29,0.55,0.55,0.18,1265516,1386339,7143,2658998,0.55,23,0.39,0.63,0.7
167151671,109588431,F,SI,Voluntario,32,1,1,1,1,,175000,0,0,175000,1,0,0,1,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
167159389,013551439K,F,SI,Mandatorio,31,5,1,5,5,0.67,340327,569850,27203,937380,0.56,0.6,0.6,0.2,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
167195202,84649023,M,NO,Mandatorio,30,12,2,10,2,0.8,365615,507912,45377,918904,0.57,0.5,0.58,0.08,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
167251943,84649023,M,SI,Mandatorio,30,24,4,9,2,0.34,269602,465213,8361,743176,0.5,0.54,0.63,0.54,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
167252206,94726468,F,NO,Mandatorio,30,24,4,9,1,0.53,358891,752470,20799,1132160,0.46,0.58,0.54,0.46,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
167276814,83968877,,SI,Voluntario,,10,2,7,3,0.13,390979,0,170156,561135,0.69,0.7,0.8,0.7,1250498,0,446846,1697344,0.74,9,0.7,0.3,0.67
167334660,111971749,,SI,Voluntario,,5,1,5,5,0,350000,0,2755,352755,0.99,0.8,0.8,1,1457872,0,1884912,3342784,0.54,5,0.23,0.62,0.6
167424414,121524422,M,NO,Mandatorio,31,20,1,20,20,1.15,357545,1220511,32650,1610706,0.37,0.5,0.35,0.15,1213041,1625177,0,2838218,0.51,17,0.32,0.84,0.41
167453694,215869660,,SI,Voluntario,,3,1,3,3,0.28,435000,0,134078,569078,0.79,0.33,0,0,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
167472303,94419026,,SI,Mandatorio,,5,1,5,5,0.38,335465,249076,6662,591204,0.7,0.8,0.6,0.2,588445,2235096,0,2823541,0.19,8,0.07,0.96,0.88
167585167,84649023,M,SI,Mandatorio,30,6,3,4,1,0.24,291594,91501,8250,391344,0.68,0.33,0.67,0.5,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
167848990,97042772,M,NO,Voluntario,30,16,1,16,16,1.29,972222,0,2728989,3701212,0.36,0.5,0.63,0.13,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
167860613,132064490,F,NO,Mandatorio,31,16,1,16,16,0.78,359103,683338,19571,1062012,0.49,0.56,0.31,0.19,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
167883613,135086002,F,NO,Mandatorio,30,20,1,20,20,0.91,336379,930509,36287,1303174,0.4,0.55,0.35,0.2,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
016789433K,106667659,F,NO,Mandatorio,30,20,2,13,7,0.85,355284,750154,11886,1117323,0.46,0.6,0.3,0.2,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
016791845K,013745498K,F,SI,Mandatorio,30,5,1,5,5,0.19,349912,75173,1500,426585,0.84,0.4,0.6,0.4,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
168037414,011834846K,,SI,Mandatorio,,9,1,9,9,0.51,340428,404106,3193,747728,0.59,0.44,0.44,0.22,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
168126891,106912122,,SI,Mandatorio,,2,1,2,2,0.53,280563,52076,4149,336788,0.89,0.5,0.5,0,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
168350171,011678033K,,SI,Voluntario,,9,3,5,1,0.03,335020,0,22661,357681,0.96,0.33,0.78,0.78,1618068,0,1070363,2688431,0.69,11,0.49,0.35,0.73
168422334,143103064,F,SI,Mandatorio,29,9,1,9,9,0.53,336833,323406,21994,682233,0.61,0.56,0.56,0.11,1326378,1018314,0,2344692,0.62,11,0.08,0.96,0.18
168498004,160183098,,SI,Mandatorio,,2,1,2,2,0.4,270094,0,0,270094,1,0.5,0.5,0.5,1360000,792318,0,2152318,0.73,14,0.41,0.65,0.29
168520263,106656622,M,NO,Mandatorio,30,20,1,20,20,0.94,370776,949767,35248,1355791,0.4,0.55,0.3,0.1,1538081,1029202,0,2567282,0.66,10,0.31,0.82,0.3
168526490,153783977,M,NO,Voluntario,30,10,1,10,10,0,424500,0,592118,1016618,0.5,0.2,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
168747888,135341797,F,NO,Mandatorio,30,18,1,18,18,0.37,234441,524690,42977,802107,0.37,0.61,0.67,0.61,1217557,1306625,0,2524182,0.59,10,0.24,0.76,0.5
168838360,118897102,,SI,Voluntario,,3,1,3,3,0.3,315000,0,0,315000,1,0.33,0,0,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
168916035,134852852,,SI,Voluntario,,3,1,3,3,0.09,276111,0,16000,292111,0.96,0.33,0.67,0.67,1097778,0,1505833,2603611,0.56,7,0.43,0.22,0.86
169059624,143489841,F,SI,Mandatorio,30,13,3,6,2,1.44,317682,1726712,57461,2101855,0.23,0.46,0.46,0.15,1384838,765846,174431,2325115,0.7,18,0.29,0.66,0.5
169100829,013494241K,,SI,Mandatorio,,7,1,7,7,0.21,334402,177934,365,512701,0.78,0.71,0.71,0.57,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
169128618,128807837,F,NO,Voluntario,29,11,1,11,11,,418685,0,370636,789321,0.59,0.36,0,1,961449,0,497964,1459413,0.67,8,1,0,0.25
169131309,107732845,M,SI,Mandatorio,29,15,1,15,15,1.74,305387,1968486,63647,2337520,0.29,0.4,0.47,0.07,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
016913510K,123288203,,SI,Mandatorio,,6,2,4,2,0.21,342754,111519,5431,459705,0.84,0.67,0.67,0.67,677065,1494516,62222,2233803,0.3,27,0.22,0.49,0.63
169143056,132954186,M,NO,Mandatorio,29,16,2,15,1,1.07,355977,1139230,89499,1584706,0.41,0.5,0.31,0.06,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
